From	Entry
9606.ENSP00000425979	Q9NRR4
9606.ENSP00000380421	A0A0A0MS77
9606.ENSP00000383920	A0A5F9ZHN2
9606.ENSP00000332756	Q8NB49
9606.ENSP00000346088	P35268
9606.ENSP00000352572	O95613
9606.ENSP00000362306	Q9HCK5
9606.ENSP00000311449	P20340
9606.ENSP00000316130	Q8N205
9606.ENSP00000478672	P55895
9606.ENSP00000319756	Q63HR2
9606.ENSP00000373301	O60239
9606.ENSP00000330633	Q02246
9606.ENSP00000265459	Q9P2S2
9606.ENSP00000369554	P01563
9606.ENSP00000382697	Q13464
9606.ENSP00000296930	P06748
9606.ENSP00000378040	Q92934
9606.ENSP00000424501	P15515
9606.ENSP00000365944	Q9NRD1
9606.ENSP00000262942	Q92747
9606.ENSP00000361363	Q9NPF5
9606.ENSP00000336762	P03950
9606.ENSP00000365477	Q567U6
9606.ENSP00000439244	Q9ULV3
9606.ENSP00000377633	O95630
9606.ENSP00000329757	P27449
9606.ENSP00000262144	Q6PJI9
9606.ENSP00000275493	P00533
9606.ENSP00000334675	Q2NKX8
9606.ENSP00000223795	P32971
9606.ENSP00000357986	Q9HB21
9606.ENSP00000436812	Q9HC84
9606.ENSP00000362716	P01286
9606.ENSP00000350719	Q8WXH0
9606.ENSP00000416250	Q14232
9606.ENSP00000198536	Q9UKJ1
9606.ENSP00000439937	Q9NSC5
9606.ENSP00000286794	Q9BSU3
9606.ENSP00000310668	Q8N1F7
9606.ENSP00000246792	P10301
9606.ENSP00000296504	O75446
9606.ENSP00000358635	O60506
9606.ENSP00000380942	Q9NZN5
9606.ENSP00000172229	P08138
9606.ENSP00000484078	Q16663
9606.ENSP00000355627	P01019
9606.ENSP00000263663	Q53T94
9606.ENSP00000363779	O95163
9606.ENSP00000313309	Q9BT04
9606.ENSP00000296518	Q02108
9606.ENSP00000305529	Q9P1W8
9606.ENSP00000250416	Q9UGN5
9606.ENSP00000376921	Q96CW9
9606.ENSP00000438748	Q8ND04
9606.ENSP00000296755	P46821
9606.ENSP00000295321	Q96ST2
9606.ENSP00000323302	Q8TC44
9606.ENSP00000265097	Q96J01
9606.ENSP00000229330	Q9Y5Z7
9606.ENSP00000220003	P41240
9606.ENSP00000293695	Q6PIF2
9606.ENSP00000250003	P15172
9606.ENSP00000215574	P49427
9606.ENSP00000321203	Q8NFZ5
9606.ENSP00000418112	P23470
9606.ENSP00000270631	Q96A98
9606.ENSP00000364855	O43196
9606.ENSP00000421592	Q86V81
9606.ENSP00000326432	P51685
9606.ENSP00000386559	P01732
9606.ENSP00000291009	P12273
9606.ENSP00000348888	P01833
9606.ENSP00000277120	Q16620
9606.ENSP00000241014	Q9UQF2
9606.ENSP00000483903	Q99877
9606.ENSP00000268053	P05108
9606.ENSP00000339834	Q6IEG0
9606.ENSP00000317327	P57075
9606.ENSP00000215368	O43921
9606.ENSP00000236273	O95926
9606.ENSP00000326340	Q8NAA4
9606.ENSP00000366070	Q5EBL4
9606.ENSP00000306822	Q9NQS1
9606.ENSP00000351742	P19484
9606.ENSP00000340329	Q14444
9606.ENSP00000357669	P16066
9606.ENSP00000360540	Q53EZ4
9606.ENSP00000394352	Q155Q3
9606.ENSP00000206474	Q9H6D7
9606.ENSP00000344544	Q9UKT9
9606.ENSP00000348510	Q12789
9606.ENSP00000253796	O60895
9606.ENSP00000356702	Q92535
9606.ENSP00000362728	O60684
9606.ENSP00000245451	P12644
9606.ENSP00000325296	Q9P0L9
9606.ENSP00000327487	Q7Z6J9
9606.ENSP00000356771	P12259
9606.ENSP00000476100	Q6ZYL4
9606.ENSP00000261574	O00410
9606.ENSP00000225831	P13500
9606.ENSP00000295666	Q16270
9606.ENSP00000264257	Q9HB29
9606.ENSP00000357633	O76003
9606.ENSP00000292599	Q92585
9606.ENSP00000311083	P61024
9606.ENSP00000379133	Q96GX9
9606.ENSP00000483313	Q9Y6W5
9606.ENSP00000470248	O43900
9606.ENSP00000355731	Q5VT25
9606.ENSP00000168712	P08620
9606.ENSP00000037243	P60520
9606.ENSP00000470259	O15389
9606.ENSP00000381282	Q9BQE4
9606.ENSP00000366604	Q15637
9606.ENSP00000354522	P11387
9606.ENSP00000386857	P63267
9606.ENSP00000353512	Q8IXQ6
9606.ENSP00000366416	P24530
9606.ENSP00000225298	Q9Y5J1
9606.ENSP00000467262	O14957
9606.ENSP00000373627	Q6ZU15
9606.ENSP00000269305	P04637
9606.ENSP00000338927	Q96PM9
9606.ENSP00000355133	O75052
9606.ENSP00000305230	P49458
9606.ENSP00000363435	Q14573
9606.ENSP00000450607	Q9UNS1
9606.ENSP00000300087	Q9BTE1
9606.ENSP00000217402	Q9H444
9606.ENSP00000276297	Q96QB1
9606.ENSP00000306397	P47985
9606.ENSP00000279036	Q969N2
9606.ENSP00000296684	O43181
9606.ENSP00000264977	Q06190
9606.ENSP00000381657	Q8TEK3
9606.ENSP00000334134	Q6ZS82
9606.ENSP00000368164	Q9UJA3
9606.ENSP00000383199	Q96PU5
9606.ENSP00000389998	Q5HYA8
9606.ENSP00000357907	Q9BWU1
9606.ENSP00000315299	P27482
9606.ENSP00000406598	Q9NWY4
9606.ENSP00000216274	Q9Y572
9606.ENSP00000299300	P78371
9606.ENSP00000364886	P61587
9606.ENSP00000301159	Q96GY3
9606.ENSP00000318197	Q6PEY2
9606.ENSP00000314157	Q5SQN1
9606.ENSP00000262646	P61019
9606.ENSP00000302569	Q9BXN2
9606.ENSP00000360120	Q01973
9606.ENSP00000228825	O15145
9606.ENSP00000263754	Q92831
9606.ENSP00000376623	P0DML3
9606.ENSP00000349957	J3QS46
9606.ENSP00000337443	Q6DKJ4
9606.ENSP00000254436	P19474
9606.ENSP00000349790	P20849
9606.ENSP00000296543	Q9BXJ9
9606.ENSP00000346037	P05386
9606.ENSP00000257198	Q08554
9606.ENSP00000473172	Q9Y230
9606.ENSP00000355499	Q86SQ7
9606.ENSP00000317872	Q7Z6E9
9606.ENSP00000349486	Q14160
9606.ENSP00000253247	Q9H8H0
9606.ENSP00000336687	Q13185
9606.ENSP00000308369	Q9Y2U8
9606.ENSP00000264563	P20809
9606.ENSP00000296149	Q0PNE2
9606.ENSP00000354739	P30050
9606.ENSP00000360423	Q00975
9606.ENSP00000302898	Q9UQB9
9606.ENSP00000295685	O15144
9606.ENSP00000378118	P80075
9606.ENSP00000355866	Q9Y6W6
9606.ENSP00000251268	Q7Z7M0
9606.ENSP00000329097	Q8IWS0
9606.ENSP00000367721	Q12769
9606.ENSP00000236040	Q32P28
9606.ENSP00000262887	P18887
9606.ENSP00000338413	P22314
9606.ENSP00000307705	P10412
9606.ENSP00000323099	Q8WXE1
9606.ENSP00000264414	Q13618
9606.ENSP00000362314	Q13542
9606.ENSP00000261245	P51948
9606.ENSP00000387159	P23582
9606.ENSP00000370373	P68106
9606.ENSP00000364235	Q99942
9606.ENSP00000318094	Q96GD3
9606.ENSP00000428845	Q9Y277
9606.ENSP00000358022	Q07820
9606.ENSP00000419027	P05166
9606.ENSP00000419370	Q96EH3
9606.ENSP00000339090	Q9Y388
9606.ENSP00000482169	P07196
9606.ENSP00000358742	Q86XK3
9606.ENSP00000329312	P15814
9606.ENSP00000263253	Q09472
9606.ENSP00000405890	P40424
9606.ENSP00000420875	Q96G75
9606.ENSP00000398837	Q9UMN6
9606.ENSP00000269980	P12694
9606.ENSP00000432688	Q3MUY2
9606.ENSP00000262189	Q8NEZ4
9606.ENSP00000325677	O75150
9606.ENSP00000292035	Q6P2C8
9606.ENSP00000302232	Q96Q83
9606.ENSP00000327509	Q6ZMT1
9606.ENSP00000380322	Q9BV81
9606.ENSP00000253108	O75821
9606.ENSP00000472808	Q8WTR7
9606.ENSP00000446184	Q5JTH9
9606.ENSP00000267803	Q1HG43
9606.ENSP00000375855	P20941
9606.ENSP00000247843	O95619
9606.ENSP00000366998	Q9Y5X3
9606.ENSP00000312066	Q9UHB9
9606.ENSP00000342778	O15355
9606.ENSP00000318690	P16383
9606.ENSP00000281821	P54764
9606.ENSP00000336666	P61966
9606.ENSP00000217407	P18428
9606.ENSP00000437775	Q5H9F3
9606.ENSP00000343741	Q13535
9606.ENSP00000281282	Q0VF96
9606.ENSP00000294742	O15511
9606.ENSP00000379472	P06307
9606.ENSP00000216115	Q13323
9606.ENSP00000227752	Q13651
9606.ENSP00000476948	Q8IXW5
9606.ENSP00000268712	O75376
9606.ENSP00000366863	O60343
9606.ENSP00000230990	Q99075
9606.ENSP00000264741	Q13797
9606.ENSP00000380336	Q2TAY7
9606.ENSP00000478877	Q16186
9606.ENSP00000265171	P01133
9606.ENSP00000474412	P13501
9606.ENSP00000386894	Q9BWF3
9606.ENSP00000269159	O14732
9606.ENSP00000408695	P17252
9606.ENSP00000297338	O60216
9606.ENSP00000261769	P12830
9606.ENSP00000263092	Q86W50
9606.ENSP00000393379	O60282
9606.ENSP00000339720	O00483
9606.ENSP00000422591	O94813
9606.ENSP00000396937	Q9UNM6
9606.ENSP00000370625	P30876
9606.ENSP00000326381	Q14240
9606.ENSP00000321711	Q8TF46
9606.ENSP00000378786	P01903
9606.ENSP00000296343	Q92622
9606.ENSP00000300935	P61006
9606.ENSP00000297268	P08123
9606.ENSP00000378856	O00182
9606.ENSP00000053468	P82664
9606.ENSP00000215730	O95721
9606.ENSP00000270517	Q9BQ95
9606.ENSP00000233893	P61604
9606.ENSP00000324810	Q96EY5
9606.ENSP00000371929	Q70Z44
9606.ENSP00000270257	Q9H840
9606.ENSP00000349748	P23246
9606.ENSP00000328854	Q9BVI4
9606.ENSP00000285021	Q01831
9606.ENSP00000264033	P22681
9606.ENSP00000264515	Q15291
9606.ENSP00000242776	O00148
9606.ENSP00000266087	Q9Y3I1
9606.ENSP00000482657	Q99558
9606.ENSP00000287437	Q96MF7
9606.ENSP00000320147	Q15910
9606.ENSP00000371101	Q9BSC4
9606.ENSP00000341785	Q96A54
9606.ENSP00000254900	Q9H0E9
9606.ENSP00000272638	Q92575
9606.ENSP00000241651	P15173
9606.ENSP00000265354	P11831
9606.ENSP00000221566	O43765
9606.ENSP00000226796	Q9NY12
9606.ENSP00000359345	P46777
9606.ENSP00000370293	Q8NHY5
9606.ENSP00000307666	Q96JG6
9606.ENSP00000261313	P30086
9606.ENSP00000297792	Q08EI0
9606.ENSP00000287322	O95429
9606.ENSP00000361066	Q9Y6Q9
9606.ENSP00000309953	O95967
9606.ENSP00000377060	P83916
9606.ENSP00000322396	Q15050
9606.ENSP00000403459	Q14451
9606.ENSP00000386834	P51826
9606.ENSP00000217426	P23526
9606.ENSP00000367832	P80098
9606.ENSP00000263388	Q9UM47
9606.ENSP00000321706	P57678
9606.ENSP00000310723	Q9BUQ8
9606.ENSP00000310557	Q9Y6H6
9606.ENSP00000423333	Q70EK9
9606.ENSP00000329213	O15304
9606.ENSP00000204961	P98172
9606.ENSP00000263708	P29074
9606.ENSP00000328998	Q9UPV9
9606.ENSP00000248975	Q04917
9606.ENSP00000307265	Q8IU81
9606.ENSP00000264183	Q4LE39
9606.ENSP00000355657	Q16695
9606.ENSP00000265857	Q7L5D6
9606.ENSP00000219204	Q9Y2Y0
9606.ENSP00000346464	Q15906
9606.ENSP00000448083	Q9ULQ1
9606.ENSP00000480132	P13591
9606.ENSP00000338343	Q92629
9606.ENSP00000353246	Q9BXY0
9606.ENSP00000389445	Q14157
9606.ENSP00000371221	Q9Y217
9606.ENSP00000321797	P55075
9606.ENSP00000484552	P36382
9606.ENSP00000310208	Q9Y289
9606.ENSP00000361990	Q8IWV8
9606.ENSP00000388996	Q9BXS5
9606.ENSP00000380666	Q9UM01
9606.ENSP00000404190	Q9H0H5
9606.ENSP00000427108	Q9NXV6
9606.ENSP00000423067	Q8NI36
9606.ENSP00000246868	Q9Y3A5
9606.ENSP00000221891	P51693
9606.ENSP00000301280	Q13111
9606.ENSP00000246548	Q9UBT2
9606.ENSP00000220809	P00750
9606.ENSP00000276052	Q00536
9606.ENSP00000297508	Q8IY33
9606.ENSP00000312778	Q9P2H3
9606.ENSP00000261590	Q14126
9606.ENSP00000480853	Q9UBQ0
9606.ENSP00000290200	Q08334
9606.ENSP00000377384	Q9P2W1
9606.ENSP00000415436	Q9H9L4
9606.ENSP00000303394	Q12988
9606.ENSP00000377298	Q14980
9606.ENSP00000160373	Q8WZ74
9606.ENSP00000245046	Q9P0I2
9606.ENSP00000347379	Q16625
9606.ENSP00000392330	P51572
9606.ENSP00000261366	P20700
9606.ENSP00000232888	O43818
9606.ENSP00000239666	Q5EBL8
9606.ENSP00000278198	Q9HCJ2
9606.ENSP00000338777	P59780
9606.ENSP00000427690	P06028
9606.ENSP00000379258	P10071
9606.ENSP00000178640	Q13163
9606.ENSP00000335677	Q01167
9606.ENSP00000349205	Q99570
9606.ENSP00000318297	Q9Y265
9606.ENSP00000336800	Q9H0H3
9606.ENSP00000315700	Q13112
9606.ENSP00000428259	E5RJF8
9606.ENSP00000397181	P49798
9606.ENSP00000364550	P41229
9606.ENSP00000348442	O00232
9606.ENSP00000327758	P52952
9606.ENSP00000312506	Q6UVK1
9606.ENSP00000401720	P32189
9606.ENSP00000344208	Q14142
9606.ENSP00000479860	A0A3B3ISY8
9606.ENSP00000367910	O15287
9606.ENSP00000254190	Q86X52
9606.ENSP00000161559	P13688
9606.ENSP00000348215	Q5TCZ1
9606.ENSP00000406549	P21675
9606.ENSP00000342156	O14931
9606.ENSP00000438465	Q96HS1
9606.ENSP00000294168	Q9Y6J9
9606.ENSP00000392709	P28331
9606.ENSP00000350928	Q99259
9606.ENSP00000379644	P35712
9606.ENSP00000348944	Q2MKA7
9606.ENSP00000268138	Q7Z2Z1
9606.ENSP00000442973	O43293
9606.ENSP00000011653	P01730
9606.ENSP00000355506	Q9UQ84
9606.ENSP00000466298	O60499
9606.ENSP00000318165	Q13438
9606.ENSP00000254928	O75616
9606.ENSP00000342848	Q86UR1
9606.ENSP00000440915	O15091
9606.ENSP00000304987	Q13515
9606.ENSP00000305613	O14810
9606.ENSP00000251900	Q9UQR0
9606.ENSP00000322832	Q9GZN7
9606.ENSP00000478490	Q7Z739
9606.ENSP00000326261	Q8IYB3
9606.ENSP00000473093	P43357
9606.ENSP00000434466	Q96HW7
9606.ENSP00000250863	Q92904
9606.ENSP00000262113	P54296
9606.ENSP00000227507	P24385
9606.ENSP00000334785	Q96BS2
9606.ENSP00000287482	Q6UVJ0
9606.ENSP00000404860	F8WDG0
9606.ENSP00000356713	P15260
9606.ENSP00000425587	O60645
9606.ENSP00000216714	P27695
9606.ENSP00000371532	P98155
9606.ENSP00000342374	P62316
9606.ENSP00000473290	Q8IXH7
9606.ENSP00000327116	Q9NZN3
9606.ENSP00000434614	P30260
9606.ENSP00000360682	Q9BUH6
9606.ENSP00000351957	Q14432
9606.ENSP00000371805	Q96ME1
9606.ENSP00000290649	Q9UKV5
9606.ENSP00000351446	P61964
9606.ENSP00000227163	P17947
9606.ENSP00000456226	Q7Z6L0
9606.ENSP00000379975	Q13418
9606.ENSP00000370222	Q9Y244
9606.ENSP00000385477	O00501
9606.ENSP00000274255	Q13309
9606.ENSP00000353010	Q96BY7
9606.ENSP00000360811	Q9UBR4
9606.ENSP00000324064	Q86Y25
9606.ENSP00000305480	P39748
9606.ENSP00000260385	Q96TC7
9606.ENSP00000376534	Q9UIF8
9606.ENSP00000262815	Q9Y6X3
9606.ENSP00000263967	P42336
9606.ENSP00000432412	O75143
9606.ENSP00000378165	O43670
9606.ENSP00000293831	P60842
9606.ENSP00000376506	Q9BUL8
9606.ENSP00000360689	Q9H2K2
9606.ENSP00000447300	Q96QF0
9606.ENSP00000418401	Q9Y5M8
9606.ENSP00000392495	P0DI81
9606.ENSP00000352138	Q96J84
9606.ENSP00000414303	P23560
9606.ENSP00000363089	O00206
9606.ENSP00000263980	P19634
9606.ENSP00000480791	P05230
9606.ENSP00000295050	Q9H040
9606.ENSP00000330237	P55211
9606.ENSP00000365402	P10321
9606.ENSP00000307939	Q8IWJ2
9606.ENSP00000330945	Q9BVK6
9606.ENSP00000407586	P01112
9606.ENSP00000257181	Q8NAV1
9606.ENSP00000315130	P10909
9606.ENSP00000440428	Q8WTT0
9606.ENSP00000219476	P49815
9606.ENSP00000395535	P51608
9606.ENSP00000379098	Q13554
9606.ENSP00000263413	P13671
9606.ENSP00000459615	O75044
9606.ENSP00000359804	Q96AE4
9606.ENSP00000417601	Q9UKC9
9606.ENSP00000452181	Q9H9C1
9606.ENSP00000301761	Q9NX18
9606.ENSP00000267101	P21860
9606.ENSP00000379441	Q8N9B5
9606.ENSP00000263665	Q9P232
9606.ENSP00000259455	O75899
9606.ENSP00000378699	P06493
9606.ENSP00000310491	Q07960
9606.ENSP00000264758	P35611
9606.ENSP00000409581	P49407
9606.ENSP00000324511	Q8WYJ6
9606.ENSP00000345728	Q04656
9606.ENSP00000234739	O00512
9606.ENSP00000259396	P02763
9606.ENSP00000354660	Q9UBF1
9606.ENSP00000262304	P98161
9606.ENSP00000356946	P08637
9606.ENSP00000465213	O95707
9606.ENSP00000243440	Q9NR55
9606.ENSP00000405969	K7EM05
9606.ENSP00000367686	Q9P286
9606.ENSP00000381698	Q9H0F6
9606.ENSP00000374507	Q9P219
9606.ENSP00000380602	Q8IWV2
9606.ENSP00000283131	O60264
9606.ENSP00000264716	P15408
9606.ENSP00000340913	Q9Y210
9606.ENSP00000462945	Q68DK7
9606.ENSP00000262715	Q99973
9606.ENSP00000345751	P51168
9606.ENSP00000377969	P35269
9606.ENSP00000215793	Q15459
9606.ENSP00000298717	Q86U44
9606.ENSP00000273666	Q9Y2K9
9606.ENSP00000359837	Q8IYH5
9606.ENSP00000261200	O60706
9606.ENSP00000356541	Q9BWJ5
9606.ENSP00000339495	Q8WX92
9606.ENSP00000324573	Q13045
9606.ENSP00000315182	Q6PI26
9606.ENSP00000225296	Q9H6R0
9606.ENSP00000361206	Q9NVS2
9606.ENSP00000263985	O75879
9606.ENSP00000357113	Q16666
9606.ENSP00000261708	Q9NYH9
9606.ENSP00000356832	O00141
9606.ENSP00000295682	Q8N6L1
9606.ENSP00000356991	Q96NY8
9606.ENSP00000477973	Q9UJ98
9606.ENSP00000412209	Q01344
9606.ENSP00000315602	P32297
9606.ENSP00000468304	Q05BQ5
9606.ENSP00000292301	P41597
9606.ENSP00000309591	P17612
9606.ENSP00000305790	Q15393
9606.ENSP00000298159	Q9Y281
9606.ENSP00000351492	Q9BZL1
9606.ENSP00000329890	Q01523
9606.ENSP00000384949	P32322
9606.ENSP00000415139	Q86XR7
9606.ENSP00000263326	Q9NZH6
9606.ENSP00000264883	Q7Z3B4
9606.ENSP00000311697	P12034
9606.ENSP00000265038	Q13216
9606.ENSP00000373979	Q96Q05
9606.ENSP00000357668	O43184
9606.ENSP00000435096	P62851
9606.ENSP00000345259	P11171
9606.ENSP00000351990	Q13564
9606.ENSP00000408005	Q15599
9606.ENSP00000453793	O14770
9606.ENSP00000254759	Q9NZJ6
9606.ENSP00000354848	Q96EK5
9606.ENSP00000442656	P36896
9606.ENSP00000475344	P35414
9606.ENSP00000351777	P55072
9606.ENSP00000316054	Q92997
9606.ENSP00000357484	Q9HD26
9606.ENSP00000290913	Q9BRQ6
9606.ENSP00000379042	Q96HE7
9606.ENSP00000256785	Q9BXR6
9606.ENSP00000340507	O15164
9606.ENSP00000245919	P53539
9606.ENSP00000285398	P19447
9606.ENSP00000289473	P14598
9606.ENSP00000438085	Q9NZ52
9606.ENSP00000330875	Q9NPI8
9606.ENSP00000404923	Q7Z6L1
9606.ENSP00000373657	Q53F19
9606.ENSP00000420040	Q9NS61
9606.ENSP00000345826	Q969W9
9606.ENSP00000399168	P01889
9606.ENSP00000351575	A6H8Y1
9606.ENSP00000350708	P54727
9606.ENSP00000485627	A8K0Z3
9606.ENSP00000384183	Q8WTX7
9606.ENSP00000322323	Q8IXL6
9606.ENSP00000323527	Q9UL63
9606.ENSP00000336799	P68363
9606.ENSP00000303398	Q96DY7
9606.ENSP00000399718	Q9NS73
9606.ENSP00000245304	P10114
9606.ENSP00000481029	P17980
9606.ENSP00000320866	P27797
9606.ENSP00000354040	Q9BZE4
9606.ENSP00000359151	P11182
9606.ENSP00000362588	P40426
9606.ENSP00000349823	Q9NZC9
9606.ENSP00000299705	Q9Y3Q3
9606.ENSP00000379366	Q7L9L4
9606.ENSP00000354518	Q96NB3
9606.ENSP00000372193	P51798
9606.ENSP00000298316	P62330
9606.ENSP00000478187	Q49AN0
9606.ENSP00000359398	Q6QNY1
9606.ENSP00000356426	Q9NYJ8
9606.ENSP00000325377	Q9C0J8
9606.ENSP00000299727	P47211
9606.ENSP00000252699	O43707
9606.ENSP00000397863	Q6ZMJ4
9606.ENSP00000348757	A5D8V7
9606.ENSP00000243347	P98066
9606.ENSP00000377934	Q2M1P5
9606.ENSP00000331172	E9PD41
9606.ENSP00000338727	Q9Y608
9606.ENSP00000260447	P30047
9606.ENSP00000363318	P31785
9606.ENSP00000341094	P20671
9606.ENSP00000269385	Q9HC52
9606.ENSP00000483228	Q5MIZ7
9606.ENSP00000325525	P43630
9606.ENSP00000376272	P35249
9606.ENSP00000298288	Q96L50
9606.ENSP00000376652	Q9UI08
9606.ENSP00000240055	P25208
9606.ENSP00000276594	Q9GZV8
9606.ENSP00000360170	Q9Y5C1
9606.ENSP00000366330	Q13886
9606.ENSP00000436126	P0DJI9
9606.ENSP00000308717	Q96GC5
9606.ENSP00000348170	P00738
9606.ENSP00000240361	Q8IWB6
9606.ENSP00000283875	P29083
9606.ENSP00000346671	P06241
9606.ENSP00000359663	P29965
9606.ENSP00000298130	Q969W0
9606.ENSP00000360293	Q9BX66
9606.ENSP00000414147	Q8N0X7
9606.ENSP00000306253	Q14643
9606.ENSP00000297265	Q96CF2
9606.ENSP00000315997	Q8NHL6
9606.ENSP00000364520	Q8TE23
9606.ENSP00000354376	P57735
9606.ENSP00000364270	P23025
9606.ENSP00000438993	Q6NZY4
9606.ENSP00000220166	P09668
9606.ENSP00000376440	Q6WBX8
9606.ENSP00000232975	P63316
9606.ENSP00000456206	Q3ZCM7
9606.ENSP00000222139	P19235
9606.ENSP00000345681	P23769
9606.ENSP00000261881	Q9BVW5
9606.ENSP00000308815	Q99731
9606.ENSP00000316029	Q9Y490
9606.ENSP00000300589	Q9HC29
9606.ENSP00000276079	Q15233
9606.ENSP00000286628	Q12791
9606.ENSP00000258443	Q9UNE0
9606.ENSP00000259457	Q99436
9606.ENSP00000302234	P51671
9606.ENSP00000443631	Q01970
9606.ENSP00000227471	Q9H1C4
9606.ENSP00000417303	O95600
9606.ENSP00000353874	Q9NR96
9606.ENSP00000384863	O14980
9606.ENSP00000356548	Q96GA3
9606.ENSP00000264972	P43403
9606.ENSP00000323511	Q96T60
9606.ENSP00000425561	H0Y8J7
9606.ENSP00000225698	Q07021
9606.ENSP00000334216	P51164
9606.ENSP00000274311	Q9BRX2
9606.ENSP00000296526	P42262
9606.ENSP00000360492	O15239
9606.ENSP00000370150	Q96S55
9606.ENSP00000392617	Q92925
9606.ENSP00000363680	Q92838
9606.ENSP00000424896	Q96LI5
9606.ENSP00000416799	Q9UM82
9606.ENSP00000244869	O14944
9606.ENSP00000386239	Q96HA7
9606.ENSP00000349541	Q6NZI2
9606.ENSP00000429562	Q9UPW8
9606.ENSP00000261712	O00231
9606.ENSP00000237283	Q7Z6V5
9606.ENSP00000444688	P13637
9606.ENSP00000261837	O14775
9606.ENSP00000351137	Q9HCS7
9606.ENSP00000222726	P20719
9606.ENSP00000342538	E7EVN3
9606.ENSP00000280326	P48643
9606.ENSP00000362080	Q96C24
9606.ENSP00000366746	Q92783
9606.ENSP00000386165	P49716
9606.ENSP00000378736	O75575
9606.ENSP00000380494	P12524
9606.ENSP00000356024	P20023
9606.ENSP00000457230	Q9NZC7
9606.ENSP00000261520	Q659A1
9606.ENSP00000252244	P04264
9606.ENSP00000256366	P57105
9606.ENSP00000296980	Q969J5
9606.ENSP00000358777	Q15904
9606.ENSP00000185206	Q9NZA1
9606.ENSP00000417901	Q9NQX3
9606.ENSP00000258886	P48200
9606.ENSP00000320025	Q08289
9606.ENSP00000424765	Q9Y2J4
9606.ENSP00000416255	Q04637
9606.ENSP00000241256	Q92847
9606.ENSP00000477437	P48051
9606.ENSP00000262013	O60271
9606.ENSP00000360882	P20908
9606.ENSP00000261889	Q13596
9606.ENSP00000263923	P35968
9606.ENSP00000357288	Q9Y2Q5
9606.ENSP00000359295	Q01658
9606.ENSP00000302486	Q02750
9606.ENSP00000376123	Q9NP31
9606.ENSP00000380958	P02686
9606.ENSP00000378965	Q13884
9606.ENSP00000262415	Q14562
9606.ENSP00000482954	P16471
9606.ENSP00000420176	Q9NR33
9606.ENSP00000357360	Q13505
9606.ENSP00000274137	O75380
9606.ENSP00000243706	Q68CZ6
9606.ENSP00000345179	P05090
9606.ENSP00000306157	P16871
9606.ENSP00000411012	Q92636
9606.ENSP00000310842	Q9NVI1
9606.ENSP00000328720	P85037
9606.ENSP00000364683	Q13145
9606.ENSP00000251047	P49257
9606.ENSP00000320378	Q9UHI5
9606.ENSP00000389252	Q6UXI9
9606.ENSP00000253039	P41091
9606.ENSP00000419465	Q9GZV5
9606.ENSP00000376178	P32856
9606.ENSP00000362108	P80188
9606.ENSP00000454303	Q2VPB7
9606.ENSP00000342510	Q8IW35
9606.ENSP00000365019	Q9Y657
9606.ENSP00000368966	Q13507
9606.ENSP00000248342	Q9UBQ5
9606.ENSP00000281938	Q9UJY1
9606.ENSP00000330289	Q86SZ2
9606.ENSP00000381237	A0A0S2Z6F0
9606.ENSP00000382895	Q96KN7
9606.ENSP00000336775	O15061
9606.ENSP00000336752	Q6UN15
9606.ENSP00000360266	P05412
9606.ENSP00000244537	P62805
9606.ENSP00000337701	Q96AD5
9606.ENSP00000308318	Q86XI6
9606.ENSP00000324890	P10747
9606.ENSP00000389810	Q9H410
9606.ENSP00000298307	Q9Y2U9
9606.ENSP00000471191	P37198
9606.ENSP00000225728	Q9Y3C7
9606.ENSP00000355155	Q8TCU5
9606.ENSP00000323670	O95365
9606.ENSP00000245960	P30305
9606.ENSP00000381607	P09211
9606.ENSP00000367203	O15550
9606.ENSP00000229179	P57740
9606.ENSP00000340526	Q765I0
9606.ENSP00000357392	P20827
9606.ENSP00000370517	Q01813
9606.ENSP00000324628	Q99747
9606.ENSP00000220429	Q06547
9606.ENSP00000246071	P08579
9606.ENSP00000349543	P28328
9606.ENSP00000351646	P31948
9606.ENSP00000452746	O43586
9606.ENSP00000320566	Q9NXR8
9606.ENSP00000389160	Q86Y39
9606.ENSP00000222573	P26012
9606.ENSP00000358963	P28222
9606.ENSP00000479284	Q8N257
9606.ENSP00000408146	P04440
9606.ENSP00000360242	P98170
9606.ENSP00000346762	Q7KZF4
9606.ENSP00000483059	P49116
9606.ENSP00000477870	Q99525
9606.ENSP00000295770	Q8TCJ2
9606.ENSP00000358105	Q96BI3
9606.ENSP00000339634	Q99706
9606.ENSP00000317159	P08574
9606.ENSP00000003084	P13569
9606.ENSP00000225655	P07737
9606.ENSP00000285039	Q9ULV0
9606.ENSP00000387471	Q9Y3D0
9606.ENSP00000291700	P04271
9606.ENSP00000216367	P56282
9606.ENSP00000297283	P15259
9606.ENSP00000312150	Q96RU8
9606.ENSP00000345361	Q9BPX5
9606.ENSP00000355923	Q15678
9606.ENSP00000454623	P20702
9606.ENSP00000243077	Q07954
9606.ENSP00000278853	P60852
9606.ENSP00000283006	Q9H3R5
9606.ENSP00000360806	Q14721
9606.ENSP00000351284	P43351
9606.ENSP00000370083	Q16637
9606.ENSP00000261819	Q9UJX4
9606.ENSP00000262916	P56696
9606.ENSP00000462468	P07947
9606.ENSP00000221957	O60664
9606.ENSP00000325017	Q15021
9606.ENSP00000376945	Q5XUX1
9606.ENSP00000342136	O43889
